  Color Distribution of N-Back task for difficulty as indicated in filename 

StimulusNr      Color      Match       Lure 
         1          5          0          0 
         2          2          0          0 
         3          7          0          0 
         4          4          0          0 
         5          5          0          0 
         6          2          0          0 
         7          4          0          0 
         8          1          0          0 
         9          2          1          0 
        10          6          0          0 
        11          4          1          0 
        12          6          0          1 
        13          4          0          1 
        14          5          0          0 
        15          5          0          1 
        16          5          0          1 
        17          5          0          1 
        18          4          1          0 
        19          7          0          0 
        20          4          1          0 
        21          3          0          0 
        22          6          0          0 
        23          5          1          0 
        24          2          0          0 
        25          4          1          0 
        26          1          0          0 
        27          7          0          0 
        28          3          1          0 
        29          5          0          1 
        30          3          0          1 
        31          2          1          0 
        32          3          0          1 
        33          6          0          0 
        34          4          0          0 
        35          3          1          0 
        36          5          1          0 
        37          2          0          1 
        38          7          0          0 
        39          6          0          1 
        40          6          1          0 
        41          4          1          0 
        42          6          0          1 
        43          6          0          1 
